theta1,omega1,theta2,omega2,next_theta1,next_omega1,next_theta2,next_omega2,rollout
0.3095066938677087,-5.428718310138011,1.3440896665798079,0.2086285859974586,0.1964617739445832,-5.422241122872409,1.340726325995077,-0.5380239778146909,480
0.1964617739445832,-5.422241122872409,1.340726325995077,-0.5380239778146909,0.08369701798830088,-5.400243524371965,1.3214946307739388,-1.3115816353190088,481
0.08369701798830088,-5.400243524371965,1.3214946307739388,-1.3115816353190088,-0.028448019512900893,-5.358431540554112,1.2859778884000654,-2.098492417155976,481
-0.028448019512900893,-5.358431540554112,1.2859778884000654,-2.098492417155976,-0.13953294041220107,-5.291426982689094,1.2340725746605277,-2.8850403603990125,481
-0.13953294041220107,-5.291426982689094,1.2340725746605277,-2.8850403603990125,-0.2488574327154466,-5.192938284107601,1.1659820117364086,-3.657123534386361,481
-0.2488574327154466,-5.192938284107601,1.1659820117364086,-3.657123534386361,-0.3556792211194315,-5.058040054446199,1.0821047285142884,-4.402608351301986,481
-0.3556792211194315,-5.058040054446199,1.0821047285142884,-4.402608351301986,-0.45922523197576237,-4.883268900875609,0.9830302705537812,-5.11143955677818,481
-0.45922523197576237,-4.883268900875609,0.9830302705537812,-5.11143955677818,-0.5586915932908589,-4.666623428100714,0.8695392000875352,-5.775640229895558,481
-0.5586915932908589,-4.666623428100714,0.8695392000875352,-5.775640229895558,-0.6532436347259543,-4.407564238360555,0.7426030960212319,-6.389311783183073,481
-0.6532436347259543,-4.407564238360555,0.7426030960212319,-6.389311783183073,-0.742015887597094,-4.1070139314283285,0.6033845539335875,-6.9486339626180005,481
-0.742015887597094,-4.1070139314283285,0.6033845539335875,-6.9486339626180005,-0.8241268331978537,-3.7672909211186116,0.4532532882860212,-7.45147426212354,481
-0.8241268331978537,-3.7672909211186116,0.4532532882860212,-7.45147426212354,-0.8988660617574729,-3.3925101170347927,0.29363955007568243,-7.896501684777759,481
-0.8988660617574729,-3.3925101170347927,0.29363955007568243,-7.896501684777759,-0.9655032471421601,-2.991442551156145,0.12521548521752807,-8.293984995022733,481
-0.9655032471421601,-2.991442551156145,0.12521548521752807,-8.293984995022733,-1.023524360706514,-2.574654610391062,-0.051387887372443264,-8.652671332515784,481
-1.023524360706514,-2.574654610391062,-0.051387887372443264,-8.652671332515784,-1.0727137045830264,-2.1538476148698655,-0.23541225826437062,-8.976581792411881,481
-1.0727137045830264,-2.1538476148698655,-0.23541225826437062,-8.976581792411881,-1.1131539116820806,-1.7418578179448043,-0.42597202751453034,-9.265011425363632,481
-1.1131539116820806,-1.7418578179448043,-0.42597202751453034,-9.265011425363632,-1.145225945691952,-1.3526564061900554,-0.6220543046653355,-9.512529237521274,481
-1.145225945691952,-1.3526564061900554,-0.6220543046653355,-9.512529237521274,-1.169609101078809,-1.001349499401723,-0.8225189087453362,-9.708978190532704,481
-1.169609101078809,-1.001349499401723,-0.8225189087453362,-9.708978190532704,-1.1872810030867122,-0.7041781505978371,-1.0260983682692209,-9.839475201543443,481
-1.1872810030867122,-0.7041781505978371,-1.0260983682692209,-9.839475201543443,-1.1995176077376137,-0.4785183460183573,-1.2313979212378134,-9.88441114319666,481
-1.1995176077376137,-0.4785183460183573,-1.2313979212378134,-9.88441114319666,-1.2079091462327358,-0.3402027140820455,-1.4367910951822047,-9.823584093757711,481
-1.2079091462327358,-0.3402027140820455,-1.4367910951822047,-9.823584093757711,-1.2142421212384367,-0.2780932967587624,-1.6400227094975155,-9.677697024815457,481
-1.2142421212384367,-0.2780932967587624,-1.6400227094975155,-9.677697024815457,-1.2198965420793013,-0.2730036851706064,-1.8396622385782346,-9.481088244950227,481
-1.2198965420793013,-0.2730036851706064,-1.8396622385782346,-9.481088244950227,-1.2258814195635865,-0.30758367231185557,-2.0349565062745354,-9.263756327403726,481
-1.2258814195635865,-0.30758367231185557,-2.0349565062745354,-9.263756327403726,-1.2328587094444048,-0.3651544431841301,-2.2257317297841697,-9.052925863317384,481
-1.2328587094444048,-0.3651544431841301,-2.2257317297841697,-9.052925863317384,-1.2411549832897455,-0.43216991465953947,-2.412363424560734,-8.869157984523447,482
-1.2411549832897455,-0.43216991465953947,-2.412363424560734,-8.869157984523447,-1.2508786143249788,-0.5011794824690299,-2.5955371265629688,-8.722156941460083,482
-1.2508786143249788,-0.5011794824690299,-2.5955371265629688,-8.722156941460083,-1.2619993950150195,-0.5669668576162977,-2.7760501102278354,-8.616900627090695,482
-1.2619993950150195,-0.5669668576162977,-2.7760501102278354,-8.616900627090695,-1.2743857671882328,-0.6262956865095866,-2.954753459215361,-8.554625044257559,482
-1.2743857671882328,-0.6262956865095866,-2.954753459215361,-8.554625044257559,-1.2879665804317837,-0.6783396692405717,-3.132680234826988,-8.535793685519762,482
-1.2879665804317837,-0.6783396692405717,-3.132680234826988,-8.535793685519762,-1.3025893305546006,-0.7211678695302192,-3.3107379230436553,-8.558128208939435,482
-1.3025893305546006,-0.7211678695302192,-3.3107379230436553,-8.558128208939435,-1.3180047177767094,-0.751433309299526,-3.489677998006787,-8.616402228802581,482
-1.3180047177767094,-0.751433309299526,-3.489677998006787,-8.616402228802581,-1.3338666467292337,-0.7643729686695209,-3.670095922018297,-8.702441315619069,482
-1.3338666467292337,-0.7643729686695209,-3.670095922018297,-8.702441315619069,-1.3497322264543954,-0.7538077859612632,-3.8524311455405864,-8.805122996122636,482
-1.3497322264543954,-0.7538077859612632,-3.8524311455405864,-8.805122996122636,-1.3650701558360128,-0.71224117492169,-4.036981238987328,-8.910685122653963,482
-1.3650701558360128,-0.71224117492169,-4.036981238987328,-8.910685122653963,-1.3792171222740686,-0.6306137710524007,-4.2237769604338515,-9.003104432782315,482
